bias,Positive,Negative,Sentiment
1,4532,362,1.0
1,3984,267,1.0
1,940,122,1.0
1,1181,371,1.0
1,4038,52,1.0
1,3967,232,1.0
1,197,4748,0.0
1,68,4623,0.0
1,4688,882,1.0
1,3691,2,1.0
1,3885,29,1.0
1,700,25,1.0
1,51,4918,0.0
1,140,4803,0.0
1,1584,8682,0.0
1,154,854,0.0
1,215,4771,0.0
1,4334,109,1.0
1,104,4844,0.0
1,80,4636,0.0
1,3787,43,1.0
1,103,4714,0.0
1,59,579,0.0
1,502,5093,0.0
1,1572,929,1.0
1,3971,451,1.0
1,303,4943,0.0
1,1637,5492,0.0
1,9,4607,0.0
1,1060,665,1.0
1,684,4,1.0
1,947,193,1.0
1,3830,160,1.0
1,4067,354,1.0
1,4132,215,1.0
1,4376,125,1.0
1,915,5444,0.0
1,1170,434,1.0
1,220,802,0.0
1,1041,306,1.0
1,4179,474,1.0
1,34,4616,0.0
1,256,4911,0.0
1,4884,515,1.0
1,16,13799,0.0
1,4,4587,0.0
1,796,118,1.0
1,142,4768,0.0
1,424,4970,0.0
1,3714,17,1.0
1,159,4698,0.0
1,1,4592,0.0
1,681,3,1.0
1,234,4846,0.0
1,786,80,1.0
1,804,246,1.0
1,4496,175,1.0
1,97,822,0.0
1,812,648,1.0
1,3747,44,1.0
1,3980,360,1.0
1,3830,268,1.0
1,4230,788,1.0
1,3729,93,1.0
1,475,5026,0.0
1,3742,54,1.0
1,23,4614,0.0
1,4993,843,1.0
1,3816,90,1.0
1,160,4763,0.0
1,1637,5492,0.0
1,21,4697,0.0
1,84,4616,0.0
1,1072,338,1.0
1,3715,12,1.0
1,717,28,1.0
1,1039,364,1.0
1,5281,951,1.0
1,3712,11,1.0
1,70,4679,0.0
1,4176,411,1.0
1,14,4643,0.0
1,968,315,1.0
1,377,5057,0.0
1,4993,843,1.0
1,3734,20,1.0
1,17,4603,0.0
1,4423,533,1.0
1,230,4917,0.0
1,3739,8,1.0
1,941,103,1.0
1,264,395,1.0
1,4007,310,1.0
1,4114,181,1.0
1,1280,293,1.0
1,25,4658,0.0
1,184,4928,0.0
1,3976,168,1.0
1,817,54,1.0
1,17,4635,0.0
1,20,4603,0.0
1,599,5231,0.0
1,517,5060,0.0
1,1238,526,1.0
1,1515,247,1.0
1,4348,433,1.0
1,237,4997,0.0
1,1324,327,1.0
1,77,4713,0.0
1,4344,472,1.0
1,232,9449,0.0
1,89,4777,0.0
1,939,221,1.0
1,4450,685,1.0
1,4987,419,1.0
1,4335,109,1.0
1,4866,541,1.0
1,0,505,0.0
1,7,4586,0.0
1,4510,131,1.0
1,4325,328,1.0
1,364,173,1.0
1,41,4655,0.0
1,1102,152,1.0
1,29,4886,0.0
1,748,39,1.0
1,210,4795,0.0
1,4040,430,1.0
1,3819,86,1.0
1,2,4587,0.0
1,4738,362,1.0
1,3762,66,1.0
1,3767,80,1.0
1,269,4865,0.0
1,94,4857,0.0
1,3915,242,1.0
1,3998,325,1.0
1,753,5366,0.0
1,3987,346,1.0
1,393,4969,0.0
1,401,657,0.0
1,4045,136,1.0
1,91,4798,0.0
1,1523,706,1.0
1,433,4995,0.0
1,583,5238,0.0
1,3888,161,1.0
1,253,597,0.0
1,475,5014,0.0
1,22,4679,0.0
1,377,5223,0.0
1,5795,815,1.0
1,3737,13,1.0
1,89,4738,0.0
1,4122,536,1.0
1,1,4588,0.0
1,79,4644,0.0
1,3861,175,1.0
1,4268,443,1.0
1,101,4838,0.0
1,81,4696,0.0
1,4185,263,1.0
1,1237,496,1.0
1,4145,569,1.0
1,1064,344,1.0
1,3716,27,1.0
1,3718,2,1.0
1,3856,254,1.0
1,23,4637,0.0
1,3770,11,1.0
1,374,1573,0.0
1,176,4779,0.0
1,344,5112,0.0
1,3741,14,1.0
1,23,4630,0.0
1,238,4992,0.0
1,800,659,1.0
1,407,814,0.0
1,97,4799,0.0
1,197,4810,0.0
1,160,4903,0.0
1,77,4862,0.0
1,179,4717,0.0
1,6,4587,0.0
1,478,4988,0.0
1,4081,173,1.0
1,1125,353,1.0
1,3716,27,1.0
1,4011,86,1.0
1,3794,49,1.0
1,4264,523,1.0
1,48,4930,0.0
1,3859,242,1.0
1,4043,399,1.0
1,787,71,1.0
1,264,395,1.0
1,684,5692,0.0
1,4257,659,1.0
1,516,5051,0.0
1,54,4681,0.0
1,4848,541,1.0
1,28,4886,0.0
1,5795,815,1.0
1,9040,607,1.0
1,4324,581,1.0
1,661,3,1.0
1,3885,140,1.0
1,299,9447,0.0
1,789,118,1.0
1,4378,373,1.0
1,507,5092,0.0
1,92,4663,0.0
1,2,4590,0.0
1,95,4760,0.0
1,47,4706,0.0
1,246,4931,0.0
1,493,1142,0.0
1,953,380,1.0
1,426,1021,0.0
1,114,4861,0.0
1,28,4886,0.0
1,3923,116,1.0
1,3732,36,1.0
1,4,4604,0.0
1,4,4591,0.0
1,934,243,1.0
1,436,4879,0.0
1,3877,42,1.0
1,3722,25,1.0
1,113,4606,0.0
1,25,4666,0.0
1,1584,8682,0.0
1,246,4777,0.0
1,708,6,1.0
1,1070,381,1.0
1,1016,273,1.0
1,4365,665,1.0
1,179,4858,0.0
1,4381,134,1.0
1,171,31,1.0
1,434,858,0.0
1,238,5120,0.0
1,3896,154,1.0
1,1244,408,1.0
1,5246,795,1.0
1,293,4944,0.0
1,825,5220,0.0
1,306,883,0.0
1,7639,55,1.0
1,1048,181,1.0
1,13,4615,0.0
1,4,4585,0.0
1,138,4706,0.0
1,491,5048,0.0
1,677,5289,0.0
1,226,4927,0.0
1,65,4623,0.0
1,724,5486,0.0
1,101,4687,0.0
1,4054,569,1.0
1,3695,4,1.0
1,966,240,1.0
1,2,4592,0.0
1,4415,189,1.0
1,677,2,1.0
1,269,4830,0.0
1,1183,503,1.0
1,28,4890,0.0
1,4148,516,1.0
1,559,5255,0.0
1,3706,9,1.0
1,87,4687,0.0
1,4173,226,1.0
1,5230,851,1.0
1,4489,527,1.0
1,1321,513,1.0
1,3692,2,1.0
1,697,5039,0.0
1,122,4707,0.0
1,3832,278,1.0
1,976,376,1.0
1,3764,7,1.0
1,591,289,1.0
1,32,4614,0.0
1,1,4584,0.0
1,1093,310,0.0
1,3925,257,1.0
1,3736,30,1.0
1,4791,499,1.0
1,712,30,1.0
1,161,4756,0.0
1,1,4587,0.0
1,4504,258,1.0
1,366,9485,0.0
1,16,4586,0.0
1,3997,482,1.0
1,275,5014,0.0
1,533,5188,0.0
1,627,1087,0.0
1,322,4784,0.0
1,89,4641,0.0
1,3772,98,1.0
1,63,4699,0.0
1,4886,466,1.0
1,29,4635,0.0
1,522,5244,0.0
1,743,5,1.0
1,31,4619,0.0
1,1083,5825,0.0
1,539,5351,0.0
1,93,4725,0.0
1,3782,65,1.0
1,1700,332,1.0
1,750,4854,0.0
1,707,0,1.0
1,594,5528,0.0
1,7385,12,1.0
1,555,341,1.0
1,3698,22,1.0
1,663,642,0.0
1,236,4921,0.0
1,5795,815,1.0
1,5399,860,1.0
1,93,4662,0.0
1,293,4917,0.0
1,344,135,1.0
1,258,4869,0.0
1,1194,522,1.0
1,1106,156,1.0
1,42,865,0.0
1,3745,26,1.0
1,4113,183,1.0
1,776,121,1.0
1,3955,256,1.0
1,4775,338,1.0
1,4400,166,1.0
1,4884,515,1.0
1,4159,456,1.0
1,214,4830,0.0
1,4787,997,1.0
1,362,4911,0.0
1,47,4595,0.0
1,249,4775,0.0
1,3810,289,1.0
1,3719,31,1.0
1,1878,310,1.0
1,358,901,0.0
1,231,4944,0.0
1,4661,506,1.0
1,21,507,0.0
1,149,10,1.0
1,294,4807,0.0
1,46,4958,0.0
1,385,4938,0.0
1,41,4617,0.0
1,1,4585,0.0
1,3748,80,1.0
1,199,42,1.0
1,3729,7,1.0
1,14,4601,0.0
1,151,4881,0.0
1,4511,559,1.0
1,566,5274,0.0
1,201,4919,0.0
1,851,94,1.0
1,7385,26,1.0
1,3989,189,1.0
1,3778,133,1.0
1,4109,309,1.0
1,12,4601,0.0
1,3798,123,1.0
1,440,5091,0.0
1,635,5145,0.0
1,4445,266,1.0
1,1765,337,1.0
1,265,5027,0.0
1,54,4635,0.0
1,5795,815,1.0
1,3954,228,1.0
1,3971,168,1.0
1,44,4686,0.0
1,200,4830,0.0
1,125,4785,0.0
1,162,638,0.0
1,11,4597,0.0
1,9257,1379,1.0
1,490,5177,0.0
1,182,4902,0.0
1,4600,488,1.0
1,89,797,0.0
1,1147,5618,0.0
1,146,9,1.0
1,579,5012,0.0
1,201,4751,0.0
1,715,1,1.0
1,205,5160,0.0
1,45,833,0.0
1,146,4907,0.0
1,1637,5492,0.0
1,4330,544,1.0
1,3840,168,1.0
1,4334,109,1.0
1,207,856,0.0
1,268,4895,0.0
1,4194,362,1.0
1,794,134,1.0
1,472,5077,0.0
1,385,1046,0.0
1,4993,843,1.0
1,3768,28,1.0
1,1405,386,1.0
1,291,5151,0.0
1,658,0,1.0
1,4072,356,1.0
1,249,4833,0.0
1,3904,27,1.0
1,162,27,1.0
1,3698,2,1.0
1,13,4610,0.0
1,4673,281,1.0
1,116,4845,0.0
1,803,5330,0.0
1,4406,543,1.0
1,3717,8,1.0
1,14772,24,1.0
1,851,4964,0.0
1,21,4603,0.0
1,19,4628,0.0
1,153,4737,0.0
1,10,518,0.0
1,773,51,1.0
1,40,4628,0.0
1,4736,729,1.0
1,1259,550,1.0
1,729,50,1.0
1,112,4806,0.0
1,3815,101,1.0
1,4446,153,1.0
1,701,14366,0.0
1,4105,392,1.0
1,3829,175,1.0
1,3771,67,1.0
1,27,4642,0.0
1,4970,494,1.0
1,185,4778,0.0
1,45,665,0.0
1,3915,124,1.0
1,303,5173,0.0
1,3868,143,1.0
1,866,169,1.0
1,753,5152,0.0
1,4500,909,1.0
1,5276,1149,1.0
1,6103,2291,1.0
1,75,4689,0.0
1,4309,812,1.0
1,861,5138,0.0
1,1362,121,1.0
1,4039,324,1.0
1,3789,72,1.0
1,611,5086,0.0
1,402,5095,0.0
1,5795,815,1.0
1,9,4594,0.0
1,949,270,1.0
1,38,4638,0.0
1,21,4599,0.0
1,2,4596,0.0
1,4391,1023,1.0
1,3739,7,1.0
1,4387,348,1.0
1,3875,118,1.0
1,2,4605,0.0
1,100,4863,0.0
1,4263,412,1.0
1,107,5018,0.0
1,65,4623,0.0
1,15,4608,0.0
1,592,5200,0.0
1,3900,134,1.0
1,3907,233,1.0
1,1000,348,1.0
1,183,4875,0.0
1,826,262,1.0
1,4309,350,1.0
1,630,5003,0.0
1,3746,318,1.0
1,149,4705,0.0
1,137,4892,0.0
1,61,564,0.0
1,215,4919,0.0
1,1571,257,1.0
1,4260,341,1.0
1,4007,200,1.0
1,340,4814,0.0
1,296,798,0.0
1,10,4595,0.0
1,665,5562,0.0
1,135,4790,0.0
1,3709,9,1.0
1,1063,311,1.0
1,1551,344,1.0
1,731,5254,0.0
1,4037,171,1.0
1,718,7,1.0
1,4398,193,1.0
1,3692,2,1.0
1,4753,379,1.0
1,4404,167,1.0
1,38,4658,0.0
1,3983,54,1.0
1,1345,107,1.0
1,5795,815,1.0
1,3737,47,1.0
1,3777,53,1.0
1,1718,988,1.0
1,173,4851,0.0
1,3734,19,1.0
1,3758,143,1.0
1,4317,510,1.0
1,99,4831,0.0
1,3,4603,0.0
1,8522,967,1.0
1,3692,2,1.0
1,540,5025,0.0
1,5678,1110,1.0
1,31,4652,0.0
1,260,4981,0.0
1,708,17,1.0
1,5173,845,1.0
1,8237,751,1.0
1,960,212,1.0
1,3964,133,1.0
1,3836,87,1.0
1,89,4751,0.0
1,186,4946,0.0
1,1471,250,1.0
1,4680,270,1.0
1,671,5434,0.0
1,137,4753,0.0
1,4702,280,1.0
1,701,0,1.0
1,4014,366,1.0
1,237,5051,0.0
1,719,5458,0.0
1,4074,455,1.0
1,902,5183,0.0
1,4826,1114,1.0
1,3875,118,1.0
1,3930,103,1.0
1,158,4720,0.0
1,3734,19,1.0
1,1116,400,1.0
1,136,4828,0.0
1,4940,385,1.0
1,4174,262,1.0
1,1000,316,1.0
1,4340,428,1.0
1,910,188,1.0
1,4169,511,1.0
1,1016,229,1.0
1,21,4631,0.0
1,23,4733,0.0
1,238,4984,0.0
1,3713,9,1.0
1,263,4894,0.0
1,4000,152,1.0
1,22,4627,0.0
1,38,4675,0.0
1,1294,503,1.0
1,730,44,1.0
1,2027,497,1.0
1,505,4843,0.0
1,1,4599,0.0
1,4064,368,1.0
1,234,4802,0.0
1,333,4964,0.0
1,3917,160,1.0
1,300,5001,0.0
1,957,216,1.0
1,4555,189,1.0
1,1087,177,1.0
1,4065,332,1.0
1,804,6061,0.0
1,333,899,0.0
1,10,4631,0.0
1,387,5152,0.0
1,4993,843,1.0
1,885,343,1.0
1,849,190,1.0
1,549,5284,0.0
1,4993,843,1.0
1,830,101,1.0
1,202,4826,0.0
1,5,4620,0.0
1,3727,21,1.0
1,1022,158,1.0
1,72,4676,0.0
1,4202,189,1.0
1,1,4584,0.0
1,3776,92,1.0
1,735,314,1.0
1,3988,182,1.0
1,764,84,1.0
1,1279,511,1.0
1,4399,184,1.0
1,104,4858,0.0
1,703,19,1.0
1,540,5130,0.0
1,3916,116,1.0
1,3719,19,1.0
1,183,847,0.0
1,740,47,1.0
1,183,4751,0.0
1,27,4609,0.0
1,102,4808,0.0
1,141,4780,0.0
1,1349,331,1.0
1,28,4627,0.0
1,3792,86,1.0
1,1551,360,1.0
1,4752,966,1.0
1,462,5190,0.0
1,313,5312,0.0
1,51,4597,0.0
1,2820,11,1.0
1,4419,154,1.0
1,300,4840,0.0
1,148,4636,0.0
1,4884,515,1.0
1,4330,333,1.0
1,5691,1538,1.0
1,150,5016,0.0
1,4379,149,1.0
1,944,254,1.0
1,272,4913,0.0
1,3714,12,1.0
1,23,4735,0.0
1,104,4737,0.0
1,1,4587,0.0
1,5305,719,1.0
1,144,4920,0.0
1,4040,210,1.0
1,3928,129,1.0
1,3921,171,1.0
1,181,4797,0.0
1,1575,1140,1.0
1,531,5314,0.0
1,139,0,1.0
1,741,55,1.0
1,28,4595,0.0
1,4039,457,1.0
1,4,4597,0.0
1,758,556,1.0
1,416,5191,0.0
1,210,4948,0.0
1,34,4620,0.0
1,434,4997,0.0
1,4094,155,1.0
1,4019,160,1.0
1,3705,3,1.0
1,3864,183,1.0
1,100,4808,0.0
1,158,4826,0.0
1,3882,67,1.0
1,142,4743,0.0
1,268,166,1.0
1,175,5011,0.0
1,889,159,1.0
1,264,395,1.0
1,3731,14,1.0
1,587,2064,0.0
1,258,4909,0.0
1,23,4733,0.0
1,4391,418,1.0
1,4235,466,1.0
1,21,4614,0.0
1,4325,1046,1.0
1,105,557,0.0
1,3712,11,1.0
1,3975,472,1.0
1,121,4851,0.0
1,1,4584,0.0
1,4884,515,1.0
1,19,4618,0.0
1,14,4668,0.0
1,422,4882,0.0
1,3872,286,1.0
1,60,4836,0.0
1,3772,230,1.0
1,4003,129,1.0
1,775,5188,0.0
1,398,826,0.0
1,14,4619,0.0
1,270,5055,0.0
1,142,0,1.0
1,3720,28,1.0
1,3716,32,1.0
1,99,4833,0.0
1,3854,145,1.0
1,3951,131,1.0
1,3740,24,1.0
1,6,4586,0.0
1,3929,186,1.0
1,359,4998,0.0
1,4208,519,1.0
1,3731,46,1.0
1,7620,142,1.0
1,3763,70,1.0
1,792,5430,0.0
1,4119,545,1.0
1,4171,442,1.0
1,24,4599,0.0
1,704,10,1.0
1,184,4931,0.0
1,4028,544,1.0
1,30,4648,0.0
1,292,4935,0.0
1,372,5020,0.0
1,1142,5652,0.0
1,828,136,1.0
1,6,4592,0.0
1,1,4590,0.0
1,1002,5890,0.0
1,214,4863,0.0
1,129,4724,0.0
1,3808,210,1.0
1,256,4713,0.0
1,1218,451,1.0
1,301,4920,0.0
1,3698,6,1.0
1,4406,171,1.0
1,4449,64,1.0
1,159,25,1.0
1,126,596,0.0
1,457,5123,0.0
1,3723,32,1.0
1,830,5621,0.0
1,4003,469,1.0
1,7907,317,1.0
1,382,454,0.0
1,220,4772,0.0
1,3938,195,1.0
1,4123,176,1.0
1,3800,87,1.0
1,280,4709,0.0
1,3978,147,1.0
1,3946,272,1.0
1,1,4595,0.0
1,3866,102,1.0
1,386,1069,0.0
1,4208,206,1.0
1,689,796,0.0
1,3986,300,1.0
1,271,4889,0.0
1,3836,137,1.0
1,21,4618,0.0
1,1637,5492,0.0
1,264,4911,0.0
1,1,4587,0.0
1,444,5242,0.0
1,3738,92,1.0
1,53,4636,0.0
1,3882,67,1.0
1,274,894,0.0
1,547,5122,0.0
1,411,5072,0.0
1,1032,214,1.0
1,1443,616,1.0
1,3762,25,1.0
1,149,4693,0.0
1,307,5118,0.0
1,264,395,1.0
1,1135,419,1.0
1,92,4720,0.0
1,152,4926,0.0
1,4967,397,1.0
1,731,5,1.0
1,917,197,1.0
1,215,9609,0.0
1,1014,5820,0.0
1,4050,469,1.0
1,3894,140,1.0
1,3836,185,1.0
1,131,4739,0.0
1,146,4699,0.0
1,3758,62,1.0
1,1029,365,1.0
1,4863,961,1.0
1,3951,241,1.0
1,128,4731,0.0
1,4993,843,1.0
1,4,4585,0.0
1,152,4811,0.0
1,4319,372,1.0
1,1193,263,1.0
1,156,4717,0.0
1,103,752,0.0
1,735,48,1.0
1,700,37,1.0
1,661,0,1.0
1,28,4886,0.0
1,4334,109,1.0
1,4186,226,1.0
1,111,4738,0.0
1,5,4627,0.0
1,1,4587,0.0
1,3966,313,1.0
1,126,4883,0.0
1,1149,440,1.0
1,11274,206,1.0
1,3792,33,1.0
1,4047,255,1.0
1,3745,26,1.0
1,331,129,1.0
1,3718,2,1.0
1,193,4739,0.0
1,363,4946,0.0
1,5249,568,1.0
1,550,5208,0.0
1,3708,12,1.0
1,102,4781,0.0
1,4126,424,1.0
1,4081,576,1.0
1,3730,27,1.0
1,409,5063,0.0
1,3786,56,1.0
1,1118,115,1.0
1,80,4653,0.0
1,46,4688,0.0
1,508,4909,0.0
1,3705,19,1.0
1,142,4694,0.0
1,4020,392,1.0
1,48,4625,0.0
1,4105,155,1.0
1,67,4765,0.0
1,3718,2,1.0
1,4346,479,1.0
1,28,4886,0.0
1,1029,37,1.0
1,4374,136,1.0
1,3924,230,1.0
1,976,5254,0.0
1,7551,185,1.0
1,4098,158,1.0
1,3848,77,1.0
1,17,4597,0.0
1,4,4598,0.0
1,4031,256,1.0
1,1828,1081,1.0
1,4379,115,1.0
1,11077,11,1.0
1,3756,72,1.0
1,1216,10058,0.0
1,309,4837,0.0
1,706,44,1.0
1,1376,501,1.0
1,225,4867,0.0
1,693,48,1.0
1,136,4852,0.0
1,1541,394,1.0
1,4472,275,1.0
1,288,5055,0.0
1,4307,716,1.0
1,4954,898,1.0
1,664,5,1.0
1,3703,4,1.0
1,89,4689,0.0
1,3729,8,1.0
1,104,4659,0.0
1,4183,600,1.0
1,5185,1151,1.0
1,1136,179,1.0
1,1081,530,1.0
1,427,5063,0.0
1,3718,2,1.0
1,149,4970,0.0
1,236,4831,0.0
1,973,363,1.0
1,668,5673,0.0
1,310,133,1.0
1,2,4600,0.0
1,210,5120,0.0
1,7747,181,1.0
1,4937,662,1.0
1,4919,542,1.0
1,1029,37,1.0
1,4133,82,1.0
1,438,338,1.0
1,1058,539,1.0
1,4337,111,1.0
1,1020,373,1.0
1,1389,1078,1.0
1,3856,38,1.0
1,5199,544,1.0
1,878,29,1.0
1,670,4724,0.0
1,1,4586,0.0
1,3953,298,1.0
1,73,100,0.0
1,78,4831,0.0
1,116,810,0.0
1,4161,280,1.0
1,3917,161,1.0
1,19,4611,0.0
1,529,410,1.0
1,3693,3,1.0
1,91,4731,0.0
1,194,4882,0.0
1,213,5125,0.0
1,70,4656,0.0
1,4863,530,1.0
1,33,4611,0.0
1,240,4967,0.0
1,3921,170,1.0
1,299,5398,0.0
1,823,145,1.0
1,435,1208,0.0
1,390,5653,0.0
1,3877,151,1.0
1,3788,43,1.0
1,3879,127,1.0
1,527,5074,0.0
1,513,5635,0.0
1,1193,327,1.0
1,140,4743,0.0
1,1187,559,1.0
1,438,1278,0.0
1,3711,29,1.0
1,3959,273,1.0
1,3922,35,1.0
1,28,4609,0.0
1,242,4880,0.0
1,684,4726,0.0
1,187,4709,0.0
1,391,23292,0.0
1,3708,22,1.0
1,4193,498,1.0
1,4057,300,1.0
1,176,4789,0.0
1,2,4588,0.0
1,1364,114,1.0
1,95,4776,0.0
1,99,4832,0.0
1,28,4885,0.0
1,1,4589,0.0
1,4627,690,1.0
1,675,6,1.0
1,29,549,0.0
1,4,4599,0.0
1,600,5330,0.0
1,4104,165,1.0
1,3959,514,1.0
1,3691,2,1.0
1,752,73,1.0
1,296,5136,0.0
1,22,4714,0.0
1,2,4592,0.0
1,33,4617,0.0
1,29,4890,0.0
1,384,243,1.0
1,930,116,1.0
1,40,4679,0.0
1,73,4670,0.0
1,44,4671,0.0
1,7,4601,0.0
1,1434,246,1.0
1,189,4792,0.0
1,1679,443,1.0
1,360,207,1.0
1,1220,342,1.0
1,3691,2,1.0
1,1652,752,1.0
1,3823,102,1.0
1,165,4870,0.0
1,351,5016,0.0
1,3763,47,1.0
1,3789,196,1.0
1,5795,815,1.0
1,663,9911,0.0
1,135,4849,0.0
1,365,5242,0.0
1,297,4999,0.0
1,49,4708,0.0
1,139,4656,0.0
1,3937,122,1.0
1,19,4643,0.0
1,6,4707,0.0
1,4452,146,1.0
1,1816,218,1.0
1,694,20,1.0
1,251,5039,0.0
1,482,5352,0.0
1,5795,815,1.0
1,195,4747,0.0
1,739,5629,0.0
1,8006,404,1.0
1,4389,361,1.0
1,1105,409,1.0
1,4453,168,1.0
1,104,4867,0.0
1,1,4585,0.0
1,1398,508,1.0
1,721,67,1.0
1,769,5379,0.0
1,121,803,0.0
1,169,4843,0.0
1,8,4605,0.0
1,3708,17,1.0
1,3692,2,1.0
1,3739,7,1.0
1,1230,622,1.0
1,691,79,1.0
1,167,4718,0.0
1,377,4962,0.0
1,1,4589,0.0
1,927,930,0.0
1,1038,220,1.0
1,92,329,0.0
1,4963,716,1.0
1,480,4963,0.0
1,4,4591,0.0
1,307,4837,0.0
1,3789,28,1.0
1,80,4639,0.0
1,660,0,1.0
1,541,5272,0.0
1,4489,527,1.0
1,3240,205,1.0
1,449,5056,0.0
1,3832,102,1.0
1,3726,16,1.0
1,50,4660,0.0
1,65,4710,0.0
1,394,5007,0.0
1,4473,776,1.0
1,1,4588,0.0
1,3815,106,1.0
1,46,4906,0.0
1,146,4959,0.0
1,31,4755,0.0
1,38,4675,0.0
1,4156,357,1.0
1,70,568,0.0
1,1362,121,1.0
1,4826,871,1.0
1,4280,294,1.0
1,4663,386,1.0
1,3897,382,1.0
1,102,9569,0.0
1,327,4964,0.0
1,189,5050,0.0
1,4046,369,1.0
1,3950,114,1.0
1,39,4639,0.0
1,4018,227,1.0
1,1362,121,1.0
1,4534,247,1.0
1,8032,114,1.0
1,50,4643,0.0
1,51,4732,0.0
1,952,1414,0.0
1,1093,232,1.0
1,703,0,1.0
1,753,97,1.0
1,3691,2,1.0
1,897,479,1.0
1,4074,216,1.0
1,331,5108,0.0
1,262,4845,0.0
1,696,27,1.0
1,4010,364,1.0
1,791,176,1.0
1,234,384,1.0
1,3709,7,1.0
1,36,4637,0.0
1,123,134,0.0
1,1375,173,1.0
1,1306,107,1.0
1,4990,1196,1.0
1,32,4654,0.0
1,3833,59,1.0
1,4612,913,1.0
1,5795,815,1.0
1,895,166,1.0
1,4519,886,1.0
1,4592,431,1.0
1,239,4686,0.0
1,731,29,1.0
1,3709,18,1.0
1,3737,34,1.0
1,4343,116,1.0
1,73,559,0.0
1,4267,337,1.0
1,864,136,1.0
1,3,4594,0.0
1,4150,475,1.0
1,429,222,0.0
1,156,4951,0.0
1,408,4931,0.0
1,90,736,0.0
1,4335,109,1.0
1,131,4695,0.0
1,3891,92,1.0
1,3691,2,1.0
1,4425,160,1.0
1,296,4913,0.0
1,96,4687,0.0
1,4338,111,1.0
1,585,5276,0.0
1,703,5509,0.0
1,1301,107,1.0
1,9,4595,0.0
1,4152,236,1.0
1,474,5371,0.0
1,113,931,0.0
1,3707,12,1.0
1,212,4819,0.0
1,324,5043,0.0
1,4334,109,1.0
1,1065,585,1.0
1,3778,95,1.0
1,28,4886,0.0
1,3720,11,1.0
1,555,5402,0.0
1,881,5454,0.0
1,3785,90,1.0
1,3700,10,1.0
1,4110,458,1.0
1,80,4593,0.0
1,1029,305,1.0
1,12,4604,0.0
1,679,37,1.0
1,144,4694,0.0
1,449,4852,0.0
1,1036,192,1.0
1,425,4927,0.0
1,1152,197,1.0
1,154,9512,0.0
1,1,4590,0.0
1,23,4733,0.0
1,5,50,0.0
1,3846,106,1.0
1,709,125,1.0
1,89,4658,0.0
1,4240,710,1.0
1,582,5255,0.0
1,4058,111,1.0
1,503,5170,0.0
1,256,5000,0.0
1,4286,597,1.0
1,703,31,1.0
1,119,4871,0.0
1,4393,685,1.0
1,443,5419,0.0
1,4004,509,1.0
1,731,27,1.0
1,4562,137,1.0
1,1466,118,1.0
1,4334,109,1.0
1,429,309,1.0
1,331,183,1.0
1,124,4805,0.0
1,3694,2,1.0
1,3943,108,1.0
1,3748,46,1.0
1,1356,585,1.0
1,3,4601,0.0
1,281,4847,0.0
1,3846,182,1.0
1,389,5077,0.0
1,4407,186,1.0
1,174,4619,0.0
1,130,4873,0.0
1,4884,515,1.0
1,74,4666,0.0
1,3,4586,0.0
1,861,103,1.0
1,5425,703,1.0
1,4453,773,1.0
1,3987,302,1.0
1,4501,236,1.0
1,1,4587,0.0
1,338,5104,0.0
1,4260,484,1.0
1,194,4874,0.0
1,171,4962,0.0
1,556,5441,0.0
1,3995,323,1.0
1,148,4817,0.0
1,29,4886,0.0
1,723,5721,0.0
1,3965,499,1.0
1,352,4946,0.0
1,4267,706,1.0
1,261,4879,0.0
1,2031,727,1.0
1,211,4807,0.0
1,1815,6563,0.0
1,308,4813,0.0
1,4362,456,1.0
1,786,150,1.0
1,4822,701,1.0
1,107,4671,0.0
1,587,5234,0.0
1,540,5407,0.0
1,868,90,1.0
1,4029,58,1.0
1,3771,61,1.0
1,148,833,0.0
1,571,5200,0.0
1,237,4838,0.0
1,4065,353,1.0
1,523,460,0.0
1,229,4777,0.0
1,16,5,1.0
1,5111,409,1.0
1,4005,389,1.0
1,193,4711,0.0
1,154,4719,0.0
1,975,251,1.0
1,33,4620,0.0
1,39,4612,0.0
1,3706,14,1.0
1,9,4596,0.0
1,790,112,1.0
1,86,4673,0.0
1,3716,4,1.0
1,1571,461,1.0
1,28,4627,0.0
1,1,4585,0.0
1,9,4713,0.0
1,4031,273,1.0
1,195,4831,0.0
1,98,748,0.0
1,164,4706,0.0
1,5795,815,1.0
1,52,4652,0.0
1,709,4,1.0
1,1384,43,1.0
1,26,4619,0.0
1,422,5069,0.0
1,480,4951,0.0
1,922,148,1.0
1,209,4736,0.0
1,661,1,1.0
1,706,36,1.0
1,1011,266,1.0
1,4406,148,1.0
1,4399,7,1.0
1,219,4853,0.0
1,85,4668,0.0
1,3806,121,1.0
1,3794,67,1.0
1,1,4584,0.0
1,3924,295,1.0
1,3947,189,1.0
1,1076,440,1.0
1,4547,427,1.0
1,3696,3,1.0
1,408,5272,0.0
1,238,4979,0.0
1,3697,3,1.0
1,562,5639,0.0
1,1455,169,1.0
1,264,395,1.0
1,4168,420,1.0
1,92,4779,0.0
1,316,5113,0.0
1,386,5071,0.0
1,1029,37,1.0
1,117,5024,0.0
1,757,5325,0.0
1,4336,443,1.0
1,103,4838,0.0
1,102,756,0.0
1,3744,156,1.0
1,3704,3,1.0
1,4490,249,1.0
1,4050,318,1.0
1,55,854,0.0
1,318,1907,0.0
1,28,4887,0.0
